text,label,type,text_clean,label_id
"The bi het han, sao khong thong bao",OTHERS,aug_1,"The bi het han, sao khong thong bao",5
"The tk toi bi hu, can giup ho tro app ngan hang",APP_LOGIN,aug_2,"The tk toi bi hu, can giup ho tro app ngan hang",1
"Tk bi loi, nhan vao link la, so mat tien",FRAUD_REPORT,aug_2,"Tk bi loi, nhan vao link la, so mat tien",4
"alo, the tk bi loi, can ho tro ngay",OTHERS,aug_1,"alo, the tk bi loi, can ho tro ngay",5
"Tk bị khóa, lỗi gì thế này, mở lại dc không?",APP_LOGIN,seed,"Tk bị khóa, lỗi gì thế này, mở lại dc không?",1
Chuyen tien qua ngan hang khac bi treo,TRANSACTION,aug_1,Chuyen tien qua ngan hang khac bi treo,2
"Thẻ chưa đến tay, bực quá không biết làm sao",CARD_ISSUE,seed,"Thẻ chưa đến tay, bực quá không biết làm sao",0
"Tìm mã PIN, mật khẩu đăng nhập không thấy",APP_LOGIN,seed,"Tìm mã PIN, mật khẩu đăng nhập không thấy",1
"Thẻ của tao bị lỗi, cần hỗ trợ",CARD_ISSUE,seed,"Thẻ của tao bị lỗi, cần hỗ trợ",0
"Bực quá, có thằng giả công an gọi điện liên tục",FRAUD_REPORT,seed,"Bực quá, có thằng giả công an gọi điện liên tục",4
"Huhu, atm gần nhà k dc用, giúp tk cái gì",OTHERS,seed,"Huhu, atm gần nhà k dc用, giúp tk cái gì",5
"Alo ad, thẻ atm bị k dc sử dụng, huhu",CARD_ISSUE,seed,"Alo ad, thẻ atm bị k dc sử dụng, huhu",0
"card bị ngỏm, cần hỗ trợ gấp lắm ạ",TRANSACTION,aug_1,"card bị ngỏm, cần hỗ trợ gấp lắm ạ",2
"Ko bik, sao thẻ lại bị trừ lúa mà ko có lý do",TRANSACTION,aug_2,"Ko bik, sao thẻ lại bị trừ lúa mà ko có lý do",2
"Tk online bị lỗi, gửi tiết kiệm dc ko?",LOAN_SAVING,seed,"Tk online bị lỗi, gửi tiết kiệm dc ko?",3
App ngân hàng đang bị hư,APP_LOGIN,seed,App ngân hàng đang bị hư,1
"Toang, sao thẻ lại bị trừ tiền mà ko có lý do",TRANSACTION,seed,"Toang, sao thẻ lại bị trừ tiền mà ko có lý do",2
"Loi o đau, co thang gia mao cong an goi đien",FRAUD_REPORT,aug_1,"Loi o đau, co thang gia mao cong an goi đien",4
"Alo ad ơi, đổi điện thoại cần hướng dẫn đăng nhập app ngân hàng",APP_LOGIN,seed,"Alo ad ơi, đổi điện thoại cần hướng dẫn đăng nhập app ngân hàng",1
"Alo, chuyen tien cho con chua vao, kiem tra giup",TRANSACTION,aug_1,"Alo, chuyen tien cho con chua vao, kiem tra giup",2
"Bi tru tien ko ro ly do, toang het, huhu can ho tro gap lam",FRAUD_REPORT,aug_2,"Bi tru tien ko ro ly do, toang het, huhu can ho tro gap lam",4
"bug hệ thống à, chuyển nhầm tk",TRANSACTION,aug_2,"bug hệ thống à, chuyển nhầm tk",2
"Alo ad ơi, sổ tiết kiệm online của tui bị lỗi, ko đăng nhập dc",LOAN_SAVING,seed,"Alo ad ơi, sổ tiết kiệm online của tui bị lỗi, ko đăng nhập dc",3
"Rut tien atm bi loi, ko an tien",TRANSACTION,aug_1,"Rut tien atm bi loi, ko an tien",2
Mã OTP ko về số điện thoại,APP_LOGIN,seed,Mã OTP ko về số điện thoại,1
"Tải app ngân hàng về nhưng không sử dụng dc, vs",APP_LOGIN,seed,"Tải app ngân hàng về nhưng không sử dụng dc, vs",1
"Thẻ bị lỗi, cần hỗ trợ từ ngân hàng",OTHERS,seed,"Thẻ bị lỗi, cần hỗ trợ từ ngân hàng",5
"Gửi lúa từ hôm qua nhưng người nhận chưa nhận dc, ngỏm",TRANSACTION,aug_2,"Gửi lúa từ hôm qua nhưng người nhận chưa nhận dc, ngỏm",2
"Huhu, cai app ngan hang loi toang, đoi đien thoai moi đang nhap lai dc ko?",APP_LOGIN,aug_1,"Huhu, cai app ngan hang loi toang, đoi đien thoai moi đang nhap lai dc ko?",1
"Chuyen tien bi cham, dc lam j giup",TRANSACTION,aug_1,"Chuyen tien bi cham, dc lam j giup",2
"Ngom qua, thong tin the bi lo",FRAUD_REPORT,aug_2,"Ngom qua, thong tin the bi lo",4
"Huhu, sao kê lương 3 tháng k dc, tk vào lỗi",LOAN_SAVING,seed,"Huhu, sao kê lương 3 tháng k dc, tk vào lỗi",3
"Mình ko có giấy tờ, vay tín chấp qua lương dc không?",LOAN_SAVING,seed,"Mình ko có giấy tờ, vay tín chấp qua lương dc không?",3
"Tự nhiên thẻ bị k dc, tại sao",OTHERS,seed,"Tự nhiên thẻ bị k dc, tại sao",5
"Tỷ giá đô la hôm nay có vấn đề gì ko, mình k dc giao dịch",OTHERS,seed,"Tỷ giá đô la hôm nay có vấn đề gì ko, mình k dc giao dịch",5
K dc chuyen lai tk cu đuoc ko,TRANSACTION,aug_2,K dc chuyen lai tk cu đuoc ko,2
"Tải lại app ngân hàng, nó vẫn lỗi",APP_LOGIN,seed,"Tải lại app ngân hàng, nó vẫn lỗi",1
"Mình cần hỗ trợ, k phải nghe quảng cáo",OTHERS,seed,"Mình cần hỗ trợ, k phải nghe quảng cáo",5
"Tk bi gia mao, co nguoi goi đien xung cong an",FRAUD_REPORT,aug_1,"Tk bi gia mao, co nguoi goi đien xung cong an",4
Vay tín chấp qua lương dc khoản nào?,LOAN_SAVING,seed,Vay tín chấp qua lương dc khoản nào?,3
"Chuyen tien cho con chua vao, ngom qua",TRANSACTION,aug_2,"Chuyen tien cho con chua vao, ngom qua",2
"Ngỏm quá, thông tin thẻ bị lộ",FRAUD_REPORT,seed,"Ngỏm quá, thông tin thẻ bị lộ",4
"Chuyển tiền ko vào, người nhận báo chưa có tiền huhu",TRANSACTION,seed,"Chuyển tiền ko vào, người nhận báo chưa có tiền huhu",2
"Chuyển khoản, lỏ rồi, k dc",TRANSACTION,aug_2,"Chuyển khoản, lỏ rồi, k dc",2
"Chuyển tiền sai tk, bực quá, cần hỗ trợ ngay",TRANSACTION,seed,"Chuyển tiền sai tk, bực quá, cần hỗ trợ ngay",2
Ngân hàng này có hỗ trợ gửi tiết kiệm trực tuyến không?,LOAN_SAVING,seed,Ngân hàng này có hỗ trợ gửi tiết kiệm trực tuyến không?,3
"Thẻ atm bị hư, ko rút dc tiền",TRANSACTION,seed,"Thẻ atm bị hư, ko rút dc tiền",2
Thẻ mới issued sao hông dùng dc,OTHERS,aug_1,Thẻ mới issued sao hông dùng dc,5
"Hơi bực, otp ko gửi đến",APP_LOGIN,aug_1,"Hơi bực, otp ko gửi đến",1
Thẻ_atm_của_tôibị_lỗi_ngỏm_toang_ko_dc_alo_ad,CARD_ISSUE,seed,Thẻ_atm_của_tôibị_lỗi_ngỏm_toang_ko_dc_alo_ad,0
Thẻ tín dụng bị lag nâng hạn mức dc,LOAN_SAVING,aug_1,Thẻ tín dụng bị lag nâng hạn mức dc,3
"Bị lỗi, chuyển tiền cho người nhận chưa vào",TRANSACTION,seed,"Bị lỗi, chuyển tiền cho người nhận chưa vào",2
"Tk bị ngỏm do chuyển tiền sai, cần hỗ trợ gấp lắm",TRANSACTION,seed,"Tk bị ngỏm do chuyển tiền sai, cần hỗ trợ gấp lắm",2
Ko biết card bị sao mà k ăn đâu,CARD_ISSUE,aug_2,Ko biết card bị sao mà k ăn đâu,0
"Alo ad, thẻ bị lỗi, cần giúp",OTHERS,seed,"Alo ad, thẻ bị lỗi, cần giúp",5
"The atm cua t ko hoat đong, can kiem tra gap",CARD_ISSUE,aug_1,"The atm cua t ko hoat đong, can kiem tra gap",0
"Nạp tiền ko vào, lỏ j đâu?",FRAUD_REPORT,aug_1,"Nạp tiền ko vào, lỏ j đâu?",4
"Add ơi, chi nhánh Vietinbank mở cửa lúc mấy giờ?",OTHERS,seed,"Add ơi, chi nhánh Vietinbank mở cửa lúc mấy giờ?",5
"Gặp lừa đảo, k biết phải làm sao",FRAUD_REPORT,seed,"Gặp lừa đảo, k biết phải làm sao",4
"Gửi tiền cho bạn, nhưng người nhận báo chưa có tiền",TRANSACTION,seed,"Gửi tiền cho bạn, nhưng người nhận báo chưa có tiền",2
"Đổi số đt mới, mã OTP ko về, giúp vs",APP_LOGIN,seed,"Đổi số đt mới, mã OTP ko về, giúp vs",1
"The atm bi loi, ko rut dc tien",FRAUD_REPORT,aug_1,"The atm bi loi, ko rut dc tien",4
Thẻ bị k dc sử dụng cần khóa,CARD_ISSUE,seed,Thẻ bị k dc sử dụng cần khóa,0
"Tao ko biết làm sao, giả công an gọi điện cho tớ, ngỏm",FRAUD_REPORT,seed,"Tao ko biết làm sao, giả công an gọi điện cho tớ, ngỏm",4
"The atm bi hu, ko quet dc",TRANSACTION,aug_1,"The atm bi hu, ko quet dc",2
"Ko biết giờ làm việc của chi nhánh VPBank, huhu",OTHERS,seed,"Ko biết giờ làm việc của chi nhánh VPBank, huhu",5
"Gửi tiền qua ngân hàng, người nhận chưa có, cần kiểm tra lại",TRANSACTION,seed,"Gửi tiền qua ngân hàng, người nhận chưa có, cần kiểm tra lại",2
The moi lam chua thay đau,CARD_ISSUE,aug_1,The moi lam chua thay đau,0
Lai suat tiet kiem co thay đoi theo mua khong?,LOAN_SAVING,aug_1,Lai suat tiet kiem co thay đoi theo mua khong?,3
"Gọi điện giả danh công an, bảo tôi bị truy nã, phải gửi tiền để tránh bị bắt",FRAUD_REPORT,seed,"Gọi điện giả danh công an, bảo tôi bị truy nã, phải gửi tiền để tránh bị bắt",4
"Tk bị lỗi, có người gọi điện giả danh cảnh sát nói tôi bị điều tra",FRAUD_REPORT,seed,"Tk bị lỗi, có người gọi điện giả danh cảnh sát nói tôi bị điều tra",4
"Chuyen tien xong, nguoi nhan bao chua co tien, toang",TRANSACTION,aug_2,"Chuyen tien xong, nguoi nhan bao chua co tien, toang",2
"The co van đe ve chip, ko dc su dung, lam sao?",CARD_ISSUE,aug_1,"The co van đe ve chip, ko dc su dung, lam sao?",0
Bị trừ phí giao dịch ko hiểu sao,TRANSACTION,seed,Bị trừ phí giao dịch ko hiểu sao,2
"Add ơi, thẻ của tớ bị lỏ k dc sử dụng",CARD_ISSUE,aug_2,"Add ơi, thẻ của tớ bị lỏ k dc sử dụng",0
"Huhu, thẻ bị hư, cần hỗ trợ gấp lắm",TRANSACTION,seed,"Huhu, thẻ bị hư, cần hỗ trợ gấp lắm",2
"App ngân hàng FaceID bị ngỏm, cần giúp",APP_LOGIN,seed,"App ngân hàng FaceID bị ngỏm, cần giúp",1
"Ngỏm quá, sao lại trừ tiền không lý do",FRAUD_REPORT,seed,"Ngỏm quá, sao lại trừ tiền không lý do",4
"Giao dich bi loi, mat tien, alo ad oi",TRANSACTION,aug_2,"Giao dich bi loi, mat tien, alo ad oi",2
"card mới ko ăn, có thể kiểm tra lại thông tin",CARD_ISSUE,aug_1,"card mới ko ăn, có thể kiểm tra lại thông tin",0
"Huhu, app ngan hang loi qua, can ho tro",APP_LOGIN,aug_2,"Huhu, app ngan hang loi qua, can ho tro",1
Thẻ của mk ko dc sử dụng,CARD_ISSUE,seed,Thẻ của mk ko dc sử dụng,0
"Gửi tiền cho bạn rồi, nó bảo chưa nhận dc, lỗi ở đâu vậy add?",TRANSACTION,seed,"Gửi tiền cho bạn rồi, nó bảo chưa nhận dc, lỗi ở đâu vậy add?",2
"Lỗi nhập sai mk, card bị khóa dc rồi",CARD_ISSUE,aug_2,"Lỗi nhập sai mk, card bị khóa dc rồi",0
"Alo ad ơi, thẻ tk online bị lỗi",OTHERS,seed,"Alo ad ơi, thẻ tk online bị lỗi",5
"FaceID ko an, mo app ko dc, alo ad",APP_LOGIN,aug_1,"FaceID ko an, mo app ko dc, alo ad",1
"Toang hết, thẻ ko hoạt động",CARD_ISSUE,seed,"Toang hết, thẻ ko hoạt động",0
Sao tk bi tru tien la vay ad?,FRAUD_REPORT,aug_2,Sao tk bi tru tien la vay ad?,4
"Cần hỗ trợ mở khóa tk, bây giờ cần gấp",APP_LOGIN,seed,"Cần hỗ trợ mở khóa tk, bây giờ cần gấp",1
"Thẻ tk bị lỗi, cần đổi mới gấp",TRANSACTION,seed,"Thẻ tk bị lỗi, cần đổi mới gấp",2
"Tk bị khóa, ko nhận đc mã OTP, add ơi giúp vs",APP_LOGIN,seed,"Tk bị khóa, ko nhận đc mã OTP, add ơi giúp vs",1
"Chuyển tiền bị lỗi, cần sửa ngay",TRANSACTION,seed,"Chuyển tiền bị lỗi, cần sửa ngay",2
Nhận được link lạ ấn vào giờ sợ toang tài khoản,FRAUD_REPORT,seed,Nhận được link lạ ấn vào giờ sợ toang tài khoản,4
Thẻ atm lag k dc rút tiền,CARD_ISSUE,aug_1,Thẻ atm lag k dc rút tiền,0
"Làm thẻ mới, thẻ cũ bị hỏng chip",OTHERS,seed,"Làm thẻ mới, thẻ cũ bị hỏng chip",5
"Bực quá, chuyển xèng mãi ko đến",TRANSACTION,aug_2,"Bực quá, chuyển xèng mãi ko đến",2
Đổi mk liên tục tk vẫn bị bug ko ăn,FRAUD_REPORT,aug_1,Đổi mk liên tục tk vẫn bị bug ko ăn,4
"Thẻ tín dụng của tui bị lộ, cần hỗ trợ để khóa card",FRAUD_REPORT,aug_2,"Thẻ tín dụng của tui bị lộ, cần hỗ trợ để khóa card",4
"So mat tien vi an vao link la, k dc",FRAUD_REPORT,aug_1,"So mat tien vi an vao link la, k dc",4
"Bi tru phi giao dich vo ly, can ho tro",TRANSACTION,aug_1,"Bi tru phi giao dich vo ly, can ho tro",2
"Sao kê lương bị lỗi, bực quá, làm lại từ đầu",LOAN_SAVING,seed,"Sao kê lương bị lỗi, bực quá, làm lại từ đầu",3
Ty gia đo la hom nay len xuong the nao vay?,OTHERS,aug_1,Ty gia đo la hom nay len xuong the nao vay?,5
"Thẻ atm ko rút dc tiền, bug chip",CARD_ISSUE,aug_1,"Thẻ atm ko rút dc tiền, bug chip",0
"The cua to bi loi chip, can ho tro gap",OTHERS,aug_1,"The cua to bi loi chip, can ho tro gap",5
"Ko nhan đc ma OTP, ung dung bi loi",APP_LOGIN,aug_1,"Ko nhan đc ma OTP, ung dung bi loi",1
"Đi rut tien the bi ngom luon, toang ca ngay",CARD_ISSUE,aug_1,"Đi rut tien the bi ngom luon, toang ca ngay",0
"Lỗi chip thẻ, chuyển lúa ko dc",TRANSACTION,aug_2,"Lỗi chip thẻ, chuyển lúa ko dc",2
Giờ làm việc chi nhánh nào mở sớm nhất huhu,OTHERS,seed,Giờ làm việc chi nhánh nào mở sớm nhất huhu,5
"Lại lỗi thẻ, k dc lấy tiền",CARD_ISSUE,seed,"Lại lỗi thẻ, k dc lấy tiền",0
"Alo, sao thẻ bị khóa, mở lại giúp vs",TRANSACTION,seed,"Alo, sao thẻ bị khóa, mở lại giúp vs",2
"Alo ad, app ngân hàng toang",APP_LOGIN,seed,"Alo ad, app ngân hàng toang",1
"huhu, tk bị ngỏm, cần hỗ trợ gấp lắm",OTHERS,seed,"huhu, tk bị ngỏm, cần hỗ trợ gấp lắm",5
"Đổi điện thoại mới,登 nhập app ngân hàng lại thế nào?",APP_LOGIN,seed,"Đổi điện thoại mới,登 nhập app ngân hàng lại thế nào?",1
"K dc goi đien cho ai, toan bi spam",OTHERS,aug_1,"K dc goi đien cho ai, toan bi spam",5
"Phi giao dich qua đat, can giam gia nhe",TRANSACTION,aug_2,"Phi giao dich qua đat, can giam gia nhe",2
"Tk bị hack thật, có người gọi điện giả danh công an, yêu cầu tôi gửi xèng để giải quyết",FRAUD_REPORT,aug_2,"Tk bị hack thật, có người gọi điện giả danh công an, yêu cầu tôi gửi xèng để giải quyết",4
"Alo, hỗ trợ tôi vs, tk bị bug gì đó",OTHERS,aug_2,"Alo, hỗ trợ tôi vs, tk bị bug gì đó",5
"Gửi tiền cho bạn hàng, cần biết tỷ giá đô la",OTHERS,seed,"Gửi tiền cho bạn hàng, cần biết tỷ giá đô la",5
"Tu nhien bi tru tien ko biet ly do, hu luon",FRAUD_REPORT,aug_2,"Tu nhien bi tru tien ko biet ly do, hu luon",4
"Thẻ của tui ko dc quẹt chip, cần giúp đỡ",CARD_ISSUE,seed,"Thẻ của tui ko dc quẹt chip, cần giúp đỡ",0
"Thẻ atm bị lỗi, nhập mã pin ko dc, bực quá",CARD_ISSUE,seed,"Thẻ atm bị lỗi, nhập mã pin ko dc, bực quá",0
Gọi điện nói tao có tiền trong card bị lag,FRAUD_REPORT,aug_1,Gọi điện nói tao có tiền trong card bị lag,4
"Alo, just click vao 1 link la bay gio mat tien huhu",FRAUD_REPORT,aug_1,"Alo, just click vao 1 link la bay gio mat tien huhu",4
"Tk bi khoa, ko nhan đc ma OTP, add oi giup vs",APP_LOGIN,aug_1,"Tk bi khoa, ko nhan đc ma OTP, add oi giup vs",1
Bị mất tiền oan do link giả mạo hỗ trợ dc không,FRAUD_REPORT,seed,Bị mất tiền oan do link giả mạo hỗ trợ dc không,4
"card atm bị kẹt, cần hỗ trợ",OTHERS,aug_2,"card atm bị kẹt, cần hỗ trợ",5
"Gửi tiền qua ngân hàng, người nhận chưa nhận dc, bực",TRANSACTION,seed,"Gửi tiền qua ngân hàng, người nhận chưa nhận dc, bực",2
"K dc, bị lừa đảo",FRAUD_REPORT,seed,"K dc, bị lừa đảo",4
"Alo add, giờ làm việc của chi nhánh gần đây là gì",OTHERS,seed,"Alo add, giờ làm việc của chi nhánh gần đây là gì",5
"Bị trừ phí giao dịch vô lý, cần hỗ trợ",TRANSACTION,seed,"Bị trừ phí giao dịch vô lý, cần hỗ trợ",2
"Tk bị khóa do bị lừa đảo, mở lại sao",FRAUD_REPORT,seed,"Tk bị khóa do bị lừa đảo, mở lại sao",4
Làm thế nào để sao kê lương 3 tháng qua internet banking?,LOAN_SAVING,seed,Làm thế nào để sao kê lương 3 tháng qua internet banking?,3
"Thẻ bị hack, cần thay thế gấp",FRAUD_REPORT,seed,"Thẻ bị hack, cần thay thế gấp",4
"Atm gần nhất ở đâu, bực quá không tìm thấy",OTHERS,seed,"Atm gần nhất ở đâu, bực quá không tìm thấy",5
"Tk bi hack mat tien, can ho tro nhanh",FRAUD_REPORT,aug_1,"Tk bi hack mat tien, can ho tro nhanh",4
"Sao vào app ngân hàng lại lag nhỉ, huhu",APP_LOGIN,aug_1,"Sao vào app ngân hàng lại lag nhỉ, huhu",1
"Lỗi faceid trơn, fix giúp gấp lắm ad",APP_LOGIN,seed,"Lỗi faceid trơn, fix giúp gấp lắm ad",1
"card tín dụng bị lỗi, k dc thanh toán, huhu",FRAUD_REPORT,aug_2,"card tín dụng bị lỗi, k dc thanh toán, huhu",4
"Gấp lắm, cần sao kê lương 3 tháng, ad ơi giúp dc",LOAN_SAVING,seed,"Gấp lắm, cần sao kê lương 3 tháng, ad ơi giúp dc",3
"Chuyển tiền bị lỗi, phải chờ hồi báo",TRANSACTION,seed,"Chuyển tiền bị lỗi, phải chờ hồi báo",2
"Alo ad, chuyển tiền bị ngỏm quá",TRANSACTION,seed,"Alo ad, chuyển tiền bị ngỏm quá",2
"Hỏi ad, vay tín chấp qua lương có lợi ko",LOAN_SAVING,aug_2,"Hỏi ad, vay tín chấp qua lương có lợi ko",3
"The chip bi loi, ko an the ad oi",CARD_ISSUE,aug_1,"The chip bi loi, ko an the ad oi",0
"Tk bị lỗi, chuyển tiền người nhận báo chưa có tiền",TRANSACTION,seed,"Tk bị lỗi, chuyển tiền người nhận báo chưa có tiền",2
"Đổi điện thoại mới, đăng nhập lại app lỗi, bực quá",APP_LOGIN,seed,"Đổi điện thoại mới, đăng nhập lại app lỗi, bực quá",1
"Lỗi tk, alo ad giúp mình vs",TRANSACTION,seed,"Lỗi tk, alo ad giúp mình vs",2
"E can ho tro, chuyen tien nhung nguoi nhan chua nhan dc",TRANSACTION,aug_2,"E can ho tro, chuyen tien nhung nguoi nhan chua nhan dc",2
"Alo, vừa nhấn vào link gì đó, bây giờ sợ mất tiền",FRAUD_REPORT,seed,"Alo, vừa nhấn vào link gì đó, bây giờ sợ mất tiền",4
Tỷ giá đô la hôm nay ảnh hưởng j đến kinh doanh?,OTHERS,seed,Tỷ giá đô la hôm nay ảnh hưởng j đến kinh doanh?,5
Gio lam viec chi nhanh nao mo som nhat huhu,OTHERS,aug_2,Gio lam viec chi nhanh nao mo som nhat huhu,5
"Huhu, có người gọi điện giả danh công an, yêu cầu tôi cung cấp thông tin cá nhân",FRAUD_REPORT,seed,"Huhu, có người gọi điện giả danh công an, yêu cầu tôi cung cấp thông tin cá nhân",4
"Toang, chuyển tiền cho bạn chưa đến bực quá",TRANSACTION,seed,"Toang, chuyển tiền cho bạn chưa đến bực quá",2
App ngân hàng lag đăng nhập thất bại liên tục,APP_LOGIN,aug_2,App ngân hàng lag đăng nhập thất bại liên tục,1
"Thẻ atm của tớ bị k dc quẹt, bực quá",OTHERS,seed,"Thẻ atm của tớ bị k dc quẹt, bực quá",5
"Mã OTP bị lỗi, kiểm tra mạng giúp vs",APP_LOGIN,seed,"Mã OTP bị lỗi, kiểm tra mạng giúp vs",1
"Vay tín chấp qua lương, dc vay lại lần 2 không?",LOAN_SAVING,seed,"Vay tín chấp qua lương, dc vay lại lần 2 không?",3
"Cần biết giờ làm việc của chi nhánh OCB, add ơi",OTHERS,seed,"Cần biết giờ làm việc của chi nhánh OCB, add ơi",5
"Lỗi FaceID, cần giúp đỡ gấp lắm ad ơi",APP_LOGIN,seed,"Lỗi FaceID, cần giúp đỡ gấp lắm ad ơi",1
"Thẻ của tui chip bị lỗi, cần giúp đỡ gấp lắm",CARD_ISSUE,seed,"Thẻ của tui chip bị lỗi, cần giúp đỡ gấp lắm",0
"Buc qua, can biet gio lam viec cua chi nhanh SCB",OTHERS,aug_1,"Buc qua, can biet gio lam viec cua chi nhanh SCB",5
"Toang quá, chuyển tiền sai tk",TRANSACTION,seed,"Toang quá, chuyển tiền sai tk",2
"The atm bi loi, t k rut dc tien",CARD_ISSUE,aug_2,"The atm bi loi, t k rut dc tien",0
"Gửi tiền từ hôm qua nhưng người nhận chưa nhận dc, ngỏm",TRANSACTION,seed,"Gửi tiền từ hôm qua nhưng người nhận chưa nhận dc, ngỏm",2
"tk bị hư, dc lại card mới không ad",OTHERS,aug_1,"tk bị hư, dc lại card mới không ad",5
"Thẻ bị k dc, lỗi chip, cần đổi",CARD_ISSUE,seed,"Thẻ bị k dc, lỗi chip, cần đổi",0
Thẻ của mình bị quẹt không dc từ hôm qua,OTHERS,seed,Thẻ của mình bị quẹt không dc từ hôm qua,5
"card bị k dc, cần hỗ trợ nhanh",CARD_ISSUE,aug_2,"card bị k dc, cần hỗ trợ nhanh",0
Hỗ trợ vay tín chấp qua lương nhanh chóng!,LOAN_SAVING,seed,Hỗ trợ vay tín chấp qua lương nhanh chóng!,3
Gấp lắm mà ko vào dc napas 24/7,TRANSACTION,aug_1,Gấp lắm mà ko vào dc napas 24 7,2
"Huhu, vào app ngân hàng bị lag Alo ad ơi giúp vs",APP_LOGIN,aug_2,"Huhu, vào app ngân hàng bị lag Alo ad ơi giúp vs",1
"Toang hết, chuyển tiền ko thành công",TRANSACTION,seed,"Toang hết, chuyển tiền ko thành công",2
"Thẻ tín dụng ko đến hạn mức, bực quá",LOAN_SAVING,seed,"Thẻ tín dụng ko đến hạn mức, bực quá",3
"Giao dịch bị FROM, ko dc",TRANSACTION,seed,"Giao dịch bị FROM, ko dc",2
Nâng hạn mức thẻ tín dụng để mua hàng,LOAN_SAVING,seed,Nâng hạn mức thẻ tín dụng để mua hàng,3
"FaceID ngỏm hết rồi, mở app ko dc",APP_LOGIN,aug_1,"FaceID ngỏm hết rồi, mở app ko dc",1
"Đoi đien thoai, app ngan hang tu đong đang xuat, sao vay?",APP_LOGIN,aug_2,"Đoi đien thoai, app ngan hang tu đong đang xuat, sao vay?",1
"Alo ad oi, thu tuc vay tin chap qua luong?",LOAN_SAVING,aug_1,"Alo ad oi, thu tuc vay tin chap qua luong?",3
"Thẻ bị lỗi, ko rút dc xèng bực quá",CARD_ISSUE,aug_2,"Thẻ bị lỗi, ko rút dc xèng bực quá",0
Làm sao cái thẻ nó bị toang thế,CARD_ISSUE,seed,Làm sao cái thẻ nó bị toang thế,0
"Bảo hiểm gọi liên tục, làm thế nào chặn nó đi ad",OTHERS,seed,"Bảo hiểm gọi liên tục, làm thế nào chặn nó đi ad",5
card atm bị kẹt trong máy tự nhiên,CARD_ISSUE,aug_2,card atm bị kẹt trong máy tự nhiên,0
"Thẻ chip bị lồi, ko đọc dc",OTHERS,seed,"Thẻ chip bị lồi, ko đọc dc",5
"The cua mk bi loi, ko quet dc, can thay the",CARD_ISSUE,aug_1,"The cua mk bi loi, ko quet dc, can thay the",0
"Alo ad oi, so tiet kiem online cua tui ko xem dc",LOAN_SAVING,aug_2,"Alo ad oi, so tiet kiem online cua tui ko xem dc",3
"Tui cần hỗ trợ về việc tất toán sổ tiết kiệm online, ko ăn hết",LOAN_SAVING,seed,"Tui cần hỗ trợ về việc tất toán sổ tiết kiệm online, ko ăn hết",3
"Alo ad ơi, tk bị ngỏm rồi",FRAUD_REPORT,seed,"Alo ad ơi, tk bị ngỏm rồi",4
"Tk bị khóa, mở lại giúp gấp lắm",APP_LOGIN,seed,"Tk bị khóa, mở lại giúp gấp lắm",1
"The tin dung ko dc su dung, loi he thong, can ho tro",FRAUD_REPORT,aug_1,"The tin dung ko dc su dung, loi he thong, can ho tro",4
Vay tin chap dc bao nhieu thi đu?,LOAN_SAVING,aug_2,Vay tin chap dc bao nhieu thi đu?,3
"Rút money ko dc, thẻ bị hư rồi",CARD_ISSUE,aug_1,"Rút money ko dc, thẻ bị hư rồi",0
"The atm moi mo chua ve, đang can đe rut tien",CARD_ISSUE,aug_2,"The atm moi mo chua ve, đang can đe rut tien",0
"Đăng nhập tk ngân hàng bị lỗi, k dc",TRANSACTION,seed,"Đăng nhập tk ngân hàng bị lỗi, k dc",2
"Vừa ấn vào link lạ trên youtube, sợ bị mất tiền",FRAUD_REPORT,seed,"Vừa ấn vào link lạ trên youtube, sợ bị mất tiền",4
"tk bị lag ko vào hệ thống dc, bực quá",OTHERS,aug_1,"tk bị lag ko vào hệ thống dc, bực quá",5
Có thằng giả danh công an gọi điện bảo tôi chuyển khoản vào tk nó,FRAUD_REPORT,seed,Có thằng giả danh công an gọi điện bảo tôi chuyển khoản vào tk nó,4
"Chuyen tien bi loi, tk bi khoa, can mo lai",TRANSACTION,aug_2,"Chuyen tien bi loi, tk bi khoa, can mo lai",2
"Sao kê lương 3 tháng bị toang, ko dc ad ơi",LOAN_SAVING,seed,"Sao kê lương 3 tháng bị toang, ko dc ad ơi",3
E bị lừa đảo qua mạng hỗ trợ tk,FRAUD_REPORT,seed,E bị lừa đảo qua mạng hỗ trợ tk,4
Lương 5 triệu thì vay dc bao nhiêu?,LOAN_SAVING,seed,Lương 5 triệu thì vay dc bao nhiêu?,3
"Chuyển tiền bị toang, làm sao dc",TRANSACTION,seed,"Chuyển tiền bị toang, làm sao dc",2
"Mã OTP gửi về sai, gửi lại giúp",APP_LOGIN,seed,"Mã OTP gửi về sai, gửi lại giúp",1
"The bi ket may atm, huhu",OTHERS,aug_1,"The bi ket may atm, huhu",5
"Thẻ bị ngỏm, k quẹt dc, bực quá",CARD_ISSUE,seed,"Thẻ bị ngỏm, k quẹt dc, bực quá",0
"Lỗi thẻ rồi, cần hỗ trợ gấp",CARD_ISSUE,seed,"Lỗi thẻ rồi, cần hỗ trợ gấp",0
"Đổi điện thoại mới nhưng mà app ngân hàng ko đăng nhập dc, huhu",APP_LOGIN,seed,"Đổi điện thoại mới nhưng mà app ngân hàng ko đăng nhập dc, huhu",1
